call_id,customer_id,agent_use_case,intent,contained,escalated,customer_sentiment,minutes_saved,revenue_influenced
C007-0014,C007,appointment scheduling,cancel,0,0,2.28,0,0
C007-0015,C007,renewal reminder,pricing,1,0,2.92,8,0
C007-0016,C007,support triage,pricing,1,0,2.54,7,0
C007-0017,C007,renewal reminder,reschedule,0,0,3.22,1,0
C007-0018,C007,renewal reminder,technical issue,1,0,4.18,10,0
C007-0019,C007,renewal reminder,cancel,1,0,2.95,4,0
C007-0020,C007,appointment scheduling,purchase intent,1,0,4.86,10,0
C007-0021,C007,sales qualification,pricing,0,1,2.86,3,0
C007-0022,C007,renewal reminder,eligibility,0,0,1.6,0,0
C007-0023,C007,renewal reminder,purchase intent,1,0,3.71,4,0
C007-0024,C007,sales qualification,pricing,1,0,3.02,10,500
C007-0025,C007,sales qualification,purchase intent,0,1,3.33,0,0
C007-0026,C007,appointment scheduling,technical issue,0,0,1.62,4,0
C007-0027,C007,sales qualification,technical issue,0,1,3.09,0,0
C007-0028,C007,appointment scheduling,cancel,1,0,2.91,11,0
C007-0029,C007,sales qualification,eligibility,0,1,1.91,2,0
C007-0030,C007,renewal reminder,purchase intent,0,0,1.99,3,0
C007-0031,C007,sales qualification,technical issue,0,0,2.57,1,0
C007-0032,C007,sales qualification,cancel,0,0,2.19,3,0
C007-0033,C007,renewal reminder,pricing,0,0,2.95,3,0
C007-0034,C007,appointment scheduling,cancel,1,0,4.7,6,0
C007-0035,C007,renewal reminder,cancel,0,0,1.66,3,0
C007-0036,C007,sales qualification,cancel,1,0,4.05,3,1500
C007-0037,C007,renewal reminder,pricing,1,0,4.81,6,0
C007-0038,C007,support triage,reschedule,0,1,2.05,2,0
C007-0039,C007,appointment scheduling,eligibility,0,0,2.8,0,0
C007-0040,C007,support triage,eligibility,1,0,3.86,4,0
C007-0041,C007,renewal reminder,eligibility,1,0,3.67,8,0
C007-0042,C007,renewal reminder,cancel,1,0,4.86,4,0
C007-0043,C007,renewal reminder,eligibility,1,0,3.36,7,0
C007-0044,C007,support triage,cancel,0,1,1.96,4,0
C007-0045,C007,support triage,pricing,1,0,4.37,12,0
C007-0046,C007,renewal reminder,technical issue,1,0,2.95,8,0
C007-0047,C007,appointment scheduling,purchase intent,1,0,2.9,11,0
C007-0048,C007,appointment scheduling,pricing,1,0,4.6,11,0
C007-0049,C007,sales qualification,technical issue,1,0,3.38,5,1500
C007-0050,C007,renewal reminder,cancel,0,1,1.73,0,0
C007-0051,C007,support triage,pricing,0,0,1.45,1,0
C007-0052,C007,sales qualification,eligibility,1,0,4.47,5,0
C007-0053,C007,renewal reminder,cancel,1,0,3.8,8,0
C007-0054,C007,sales qualification,reschedule,1,0,2.9,5,1000
C007-0055,C007,appointment scheduling,eligibility,1,0,3.82,6,0
C007-0056,C007,renewal reminder,eligibility,1,0,4.39,8,0
C007-0057,C007,renewal reminder,eligibility,0,0,2.93,4,0
C007-0058,C007,support triage,reschedule,1,0,3.96,8,0
C007-0059,C007,appointment scheduling,pricing,0,0,2.48,1,0
C007-0060,C007,renewal reminder,reschedule,0,1,2.03,2,0
C007-0061,C007,support triage,reschedule,1,0,3.32,10,0
C007-0062,C007,renewal reminder,cancel,1,0,2.6,8,0
C007-0063,C007,support triage,purchase intent,0,0,2.11,4,0
C007-0064,C007,renewal reminder,eligibility,0,1,2.92,4,0
C007-0065,C007,appointment scheduling,pricing,1,0,2.83,7,0
C007-0066,C007,support triage,eligibility,0,1,1.48,2,0
C007-0067,C007,sales qualification,reschedule,1,0,3.84,6,0
C007-0068,C007,support triage,purchase intent,0,1,2.68,0,0
C007-0069,C007,sales qualification,reschedule,1,0,2.53,9,250
C007-0070,C007,sales qualification,technical issue,1,0,3.77,10,1500
C007-0071,C007,appointment scheduling,reschedule,1,0,4.51,8,0
C007-0072,C007,appointment scheduling,pricing,1,0,4.38,8,0
C007-0073,C007,renewal reminder,eligibility,0,1,1.66,4,0
C007-0074,C007,appointment scheduling,purchase intent,0,0,2.82,3,0
C007-0075,C007,sales qualification,cancel,1,0,3.65,12,1000
C007-0076,C007,support triage,technical issue,0,0,3.23,0,0
C007-0077,C007,support triage,cancel,1,0,3.27,10,0
C007-0078,C007,support triage,eligibility,1,0,3.79,10,0
C007-0079,C007,appointment scheduling,technical issue,1,0,3.79,6,0
C007-0080,C007,renewal reminder,cancel,1,0,2.8,5,0
C007-0081,C007,renewal reminder,reschedule,0,0,3.32,1,0
C007-0082,C007,sales qualification,pricing,1,0,3.46,3,500
C007-0083,C007,renewal reminder,eligibility,1,0,4.12,9,0
C007-0084,C007,appointment scheduling,technical issue,0,0,2.34,2,0
C007-0085,C007,renewal reminder,eligibility,1,0,3.62,8,0
C007-0086,C007,sales qualification,technical issue,0,0,3.11,1,0
C007-0087,C007,sales qualification,pricing,1,0,4.27,8,1500
C007-0088,C007,support triage,technical issue,1,0,4.7,12,0
C007-0089,C007,support triage,purchase intent,0,1,2.06,2,0
C007-0090,C007,appointment scheduling,pricing,1,0,4.4,12,0
C007-0091,C007,support triage,cancel,1,0,4.86,6,0
C007-0092,C007,support triage,technical issue,1,0,3.02,11,0
C007-0093,C007,appointment scheduling,pricing,0,1,2.47,4,0
C007-0094,C007,appointment scheduling,pricing,1,0,4.04,12,0
C007-0095,C007,renewal reminder,pricing,0,1,3.22,2,0
C007-0096,C007,renewal reminder,pricing,1,0,3.21,8,0
C007-0097,C007,support triage,purchase intent,1,0,3.07,11,0
C007-0098,C007,renewal reminder,pricing,1,0,4.71,11,0
C007-0099,C007,appointment scheduling,pricing,1,0,2.84,10,0
C007-0100,C007,renewal reminder,eligibility,0,0,3.25,2,0
C007-0101,C007,appointment scheduling,cancel,0,1,2.74,3,0
C007-0102,C007,sales qualification,eligibility,1,0,4.85,12,1500
C007-0103,C007,support triage,technical issue,1,0,4.71,8,0
C007-0104,C007,sales qualification,technical issue,1,0,4.53,6,500
C007-0105,C007,support triage,technical issue,0,0,1.66,4,0
C007-0106,C007,sales qualification,cancel,0,0,2.6,2,0
C007-0107,C007,support triage,reschedule,1,0,3.13,12,0
C007-0108,C007,support triage,purchase intent,0,0,3.26,1,0
C007-0109,C007,support triage,eligibility,1,0,2.74,4,0
C007-0110,C007,appointment scheduling,reschedule,1,0,4.89,9,0
C007-0111,C007,renewal reminder,technical issue,0,1,2.16,1,0
C007-0112,C007,support triage,technical issue,0,0,2.31,0,0
C007-0113,C007,support triage,pricing,0,1,3.11,4,0
C007-0114,C007,renewal reminder,purchase intent,1,0,3.63,5,0
C007-0115,C007,renewal reminder,cancel,1,0,4.73,11,0
C007-0116,C007,support triage,reschedule,0,0,2.06,4,0
C007-0117,C007,sales qualification,eligibility,1,0,4.16,10,1000
C007-0118,C007,renewal reminder,reschedule,1,0,4.39,6,0
C007-0119,C007,sales qualification,pricing,1,0,4.86,7,0
C007-0120,C007,support triage,purchase intent,1,0,4.29,10,0
C007-0121,C007,support triage,eligibility,1,0,3.89,9,0
C007-0122,C007,sales qualification,reschedule,1,0,3.76,8,250
C007-0123,C007,renewal reminder,purchase intent,1,0,3.0,12,0
C007-0124,C007,sales qualification,reschedule,1,0,3.13,8,0
C007-0125,C007,support triage,eligibility,1,0,3.22,4,0
C007-0126,C007,support triage,technical issue,0,1,3.35,3,0
C007-0127,C007,appointment scheduling,purchase intent,0,0,3.24,4,0
C007-0128,C007,renewal reminder,purchase intent,1,0,2.58,10,0
C007-0129,C007,appointment scheduling,eligibility,1,0,4.34,10,0
C007-0130,C007,support triage,pricing,1,0,4.64,4,0
C007-0131,C007,support triage,pricing,0,0,2.45,3,0
C007-0132,C007,support triage,technical issue,0,0,1.94,0,0
C007-0133,C007,sales qualification,eligibility,1,0,3.03,3,500
C007-0134,C007,renewal reminder,purchase intent,0,0,3.37,0,0
C007-0135,C007,support triage,reschedule,1,0,3.06,8,0
C007-0136,C007,appointment scheduling,cancel,1,0,4.56,9,0
C007-0137,C007,sales qualification,purchase intent,1,0,4.48,7,250
C007-0138,C007,support triage,reschedule,0,1,3.36,3,0
C007-0139,C007,sales qualification,eligibility,1,0,4.54,6,1000
C007-0140,C007,renewal reminder,pricing,0,1,1.55,0,0
C007-0141,C007,appointment scheduling,purchase intent,1,0,3.67,4,0
C007-0142,C007,support triage,eligibility,1,0,4.23,11,0
C007-0143,C007,sales qualification,cancel,0,1,2.19,2,0
C007-0144,C007,sales qualification,reschedule,0,1,2.66,3,0
C007-0145,C007,appointment scheduling,cancel,0,1,1.52,1,0
C007-0146,C007,sales qualification,purchase intent,1,0,4.68,12,1500
C007-0147,C007,appointment scheduling,eligibility,1,0,4.26,5,0
C007-0148,C007,support triage,purchase intent,1,0,3.03,5,0
C007-0149,C007,support triage,eligibility,1,0,2.88,7,0
C007-0150,C007,appointment scheduling,pricing,1,0,2.99,7,0
C007-0151,C007,sales qualification,cancel,0,0,2.23,2,0
C007-0152,C007,appointment scheduling,cancel,1,0,3.71,12,0
C007-0153,C007,renewal reminder,pricing,1,0,4.06,10,0
C008-0000,C008,sales qualification,reschedule,0,1,1.96,2,0
C008-0001,C008,renewal reminder,reschedule,1,0,4.12,7,0
C008-0002,C008,renewal reminder,eligibility,1,0,3.52,5,0
C008-0003,C008,sales qualification,eligibility,1,0,3.17,6,250
C008-0004,C008,renewal reminder,reschedule,1,0,2.91,5,0
C008-0005,C008,sales qualification,purchase intent,1,0,3.63,4,500
C008-0006,C008,sales qualification,pricing,1,0,4.73,4,0
C008-0007,C008,support triage,eligibility,1,0,3.39,9,0
C008-0008,C008,appointment scheduling,eligibility,1,0,4.25,9,0
C008-0009,C008,sales qualification,reschedule,0,0,3.34,1,0
C008-0010,C008,sales qualification,technical issue,0,1,3.22,3,0
C008-0011,C008,sales qualification,technical issue,0,0,2.38,3,0
C008-0012,C008,appointment scheduling,cancel,0,1,3.0,3,0
C008-0013,C008,support triage,pricing,1,0,3.36,10,0
C008-0014,C008,sales qualification,technical issue,1,0,3.24,10,0
C008-0015,C008,support triage,technical issue,1,0,2.91,8,0
C008-0016,C008,renewal reminder,technical issue,1,0,3.77,12,0
C008-0017,C008,sales qualification,cancel,1,0,4.0,7,0
C008-0018,C008,sales qualification,technical issue,1,0,3.27,12,1000
C008-0019,C008,support triage,cancel,1,0,4.82,6,0
C008-0020,C008,renewal reminder,eligibility,1,0,2.81,10,0
C008-0021,C008,support triage,pricing,0,0,2.07,1,0
C008-0022,C008,support triage,purchase intent,0,1,2.15,3,0
C008-0023,C008,appointment scheduling,reschedule,1,0,3.71,7,0
C008-0024,C008,sales qualification,purchase intent,1,0,3.15,11,1000
C008-0025,C008,support triage,pricing,0,1,2.99,3,0
C008-0026,C008,appointment scheduling,pricing,0,0,2.93,2,0
C008-0027,C008,renewal reminder,technical issue,0,1,1.56,2,0
C008-0028,C008,appointment scheduling,reschedule,0,1,1.65,1,0
C008-0029,C008,renewal reminder,cancel,0,0,1.85,3,0
C008-0030,C008,support triage,purchase intent,1,0,3.13,6,0
C008-0031,C008,appointment scheduling,pricing,0,1,2.59,2,0
C008-0032,C008,sales qualification,eligibility,0,0,2.63,3,0
C008-0033,C008,sales qualification,cancel,1,0,2.84,7,1500
C008-0034,C008,appointment scheduling,technical issue,0,0,3.24,0,0
C008-0035,C008,sales qualification,purchase intent,1,0,3.58,4,500
C008-0036,C008,sales qualification,technical issue,1,0,4.84,5,250
C008-0037,C008,support triage,technical issue,1,0,3.28,5,0
C008-0038,C008,sales qualification,pricing,1,0,4.79,12,1000
C008-0039,C008,renewal reminder,technical issue,1,0,4.3,5,0
C008-0040,C008,sales qualification,pricing,0,0,1.86,2,0
C008-0041,C008,support triage,eligibility,0,1,3.33,2,0
C008-0042,C008,support triage,reschedule,0,0,3.04,4,0
C008-0043,C008,support triage,cancel,1,0,4.29,4,0
C008-0044,C008,appointment scheduling,pricing,1,0,2.79,8,0
C008-0045,C008,support triage,eligibility,1,0,3.93,3,0
C008-0046,C008,appointment scheduling,technical issue,0,0,2.65,1,0
C008-0047,C008,renewal reminder,reschedule,1,0,3.02,3,0
C008-0048,C008,sales qualification,pricing,0,0,3.32,1,0
C008-0049,C008,appointment scheduling,pricing,1,0,3.0,4,0
C008-0050,C008,appointment scheduling,reschedule,0,0,1.76,4,0
C008-0051,C008,renewal reminder,reschedule,0,0,1.63,1,0
C008-0052,C008,support triage,cancel,1,0,2.76,9,0
C008-0053,C008,renewal reminder,eligibility,1,0,4.81,6,0
C008-0054,C008,support triage,cancel,1,0,4.55,9,0
C008-0055,C008,renewal reminder,purchase intent,1,0,4.87,9,0
C008-0056,C008,sales qualification,technical issue,1,0,4.52,3,1500
C008-0057,C008,sales qualification,eligibility,1,0,3.72,12,500
C008-0058,C008,renewal reminder,pricing,0,1,3.22,2,0
C008-0059,C008,support triage,eligibility,1,0,3.72,6,0
C008-0060,C008,renewal reminder,cancel,0,1,1.88,2,0
C008-0061,C008,sales qualification,pricing,0,1,1.9,4,0
C008-0062,C008,support triage,cancel,1,0,4.62,8,0
C008-0063,C008,renewal reminder,technical issue,1,0,3.22,8,0
C008-0064,C008,sales qualification,pricing,0,1,2.57,0,0
C008-0065,C008,sales qualification,purchase intent,1,0,4.56,12,500
C008-0066,C008,renewal reminder,eligibility,0,1,2.34,2,0
C008-0067,C008,appointment scheduling,technical issue,1,0,2.63,9,0
C008-0068,C008,support triage,pricing,1,0,4.8,12,0
C008-0069,C008,support triage,reschedule,1,0,3.64,5,0
C008-0070,C008,support triage,technical issue,1,0,3.4,12,0
C008-0071,C008,support triage,technical issue,0,0,1.47,4,0
C008-0072,C008,support triage,pricing,1,0,2.61,4,0
C008-0073,C008,sales qualification,cancel,1,0,4.52,10,0
C008-0074,C008,renewal reminder,eligibility,1,0,2.85,8,0
C008-0075,C008,support triage,eligibility,1,0,4.75,10,0
C008-0076,C008,support triage,cancel,1,0,3.29,5,0
C008-0077,C008,renewal reminder,pricing,0,0,3.21,0,0
C008-0078,C008,renewal reminder,cancel,0,1,3.38,1,0
C008-0079,C008,sales qualification,purchase intent,1,0,3.28,6,500
C008-0080,C008,renewal reminder,cancel,1,0,4.7,11,0
C008-0081,C008,sales qualification,purchase intent,1,0,3.21,9,500
C008-0082,C008,support triage,cancel,0,1,3.34,2,0
C008-0083,C008,support triage,cancel,1,0,3.67,3,0
C008-0084,C008,renewal reminder,eligibility,1,0,4.1,12,0
C008-0085,C008,sales qualification,cancel,1,0,3.63,4,500
C008-0086,C008,renewal reminder,eligibility,1,0,3.42,3,0
C008-0087,C008,appointment scheduling,eligibility,1,0,3.12,4,0
C008-0088,C008,appointment scheduling,cancel,1,0,4.55,10,0
C008-0089,C008,support triage,eligibility,0,1,1.99,1,0
C008-0090,C008,appointment scheduling,eligibility,1,0,3.39,4,0
C008-0091,C008,appointment scheduling,technical issue,1,0,3.81,4,0
C008-0092,C008,support triage,eligibility,1,0,4.15,3,0
C008-0093,C008,renewal reminder,pricing,0,0,3.01,2,0
C008-0094,C008,support triage,eligibility,0,1,1.95,1,0
C008-0095,C008,support triage,eligibility,1,0,3.2,11,0
C008-0096,C008,support triage,cancel,0,0,2.13,0,0
C008-0097,C008,sales qualification,technical issue,1,0,4.78,9,250
C008-0098,C008,appointment scheduling,cancel,1,0,3.76,11,0
C008-0099,C008,appointment scheduling,eligibility,1,0,4.39,12,0
C008-0100,C008,support triage,purchase intent,1,0,2.95,8,0
C008-0101,C008,renewal reminder,purchase intent,0,0,1.79,1,0
C008-0102,C008,support triage,eligibility,1,0,3.73,5,0
C008-0103,C008,sales qualification,reschedule,0,1,3.05,2,0
C008-0104,C008,sales qualification,reschedule,1,0,4.48,8,1500
C008-0105,C008,support triage,reschedule,1,0,4.56,7,0
C008-0106,C008,renewal reminder,technical issue,0,0,1.51,2,0
C008-0107,C008,support triage,technical issue,1,0,2.92,8,0
C008-0108,C008,support triage,technical issue,1,0,4.01,11,0
C008-0109,C008,renewal reminder,purchase intent,0,1,2.71,3,0
C008-0110,C008,sales qualification,technical issue,1,0,3.77,9,0
C008-0111,C008,support triage,reschedule,1,0,4.74,3,0
C008-0112,C008,sales qualification,technical issue,0,1,1.62,3,0
C008-0113,C008,renewal reminder,cancel,1,0,4.42,3,0
C008-0114,C008,sales qualification,cancel,0,1,1.79,0,0
C008-0115,C008,appointment scheduling,cancel,1,0,3.37,9,0
C008-0116,C008,sales qualification,purchase intent,1,0,3.78,10,500
C008-0117,C008,renewal reminder,reschedule,1,0,3.29,10,0
C008-0118,C008,appointment scheduling,cancel,0,1,2.24,0,0
C008-0119,C008,renewal reminder,reschedule,1,0,2.94,8,0
C008-0120,C008,sales qualification,reschedule,0,0,3.0,3,0
C008-0121,C008,sales qualification,pricing,0,1,1.57,3,0
C008-0122,C008,renewal reminder,cancel,0,1,2.88,3,0
C008-0123,C008,appointment scheduling,technical issue,1,0,2.68,4,0
C008-0124,C008,appointment scheduling,cancel,1,0,4.88,3,0
C008-0125,C008,sales qualification,eligibility,0,0,2.77,1,0
C008-0126,C008,appointment scheduling,technical issue,0,1,3.29,0,0
C008-0127,C008,sales qualification,eligibility,1,0,3.4,7,500
C008-0128,C008,appointment scheduling,reschedule,1,0,3.52,11,0
C008-0129,C008,renewal reminder,technical issue,1,0,2.79,12,0
C008-0130,C008,appointment scheduling,pricing,0,1,1.48,1,0
C008-0131,C008,sales qualification,reschedule,0,1,1.51,3,0
C008-0132,C008,sales qualification,pricing,1,0,3.73,6,250
C008-0133,C008,sales qualification,purchase intent,0,0,2.42,4,0
C008-0134,C008,renewal reminder,cancel,1,0,3.73,9,0
C008-0135,C008,support triage,pricing,1,0,3.71,9,0
C008-0136,C008,appointment scheduling,purchase intent,1,0,4.76,9,0
C008-0137,C008,support triage,pricing,1,0,2.98,5,0
C008-0138,C008,sales qualification,reschedule,0,0,2.18,1,0
C008-0139,C008,support triage,pricing,0,1,2.44,3,0
C008-0140,C008,renewal reminder,technical issue,0,0,1.83,0,0
C008-0141,C008,sales qualification,eligibility,1,0,4.4,10,1500
C008-0142,C008,sales qualification,purchase intent,1,0,3.59,10,1000
C008-0143,C008,support triage,pricing,0,1,2.34,3,0
C008-0144,C008,appointment scheduling,pricing,0,0,1.92,0,0
C008-0145,C008,sales qualification,eligibility,1,0,4.47,12,1000
C008-0146,C008,renewal reminder,purchase intent,0,1,2.99,4,0
C008-0147,C008,sales qualification,eligibility,1,0,2.53,4,1000
C008-0148,C008,sales qualification,pricing,1,0,4.62,5,250
C009-0000,C009,sales qualification,technical issue,1,0,3.62,5,250
C009-0001,C009,renewal reminder,eligibility,1,0,3.31,6,0
C009-0002,C009,renewal reminder,technical issue,1,0,4.49,9,0
C009-0003,C009,support triage,technical issue,1,0,3.04,9,0
C009-0004,C009,renewal reminder,technical issue,1,0,4.09,3,0
C009-0005,C009,sales qualification,cancel,0,1,2.97,1,0
C009-0006,C009,sales qualification,reschedule,0,0,1.81,0,0
C009-0007,C009,sales qualification,cancel,1,0,3.15,5,1500
C009-0008,C009,appointment scheduling,eligibility,1,0,4.9,6,0
C009-0009,C009,support triage,purchase intent,1,0,3.75,12,0
C009-0010,C009,support triage,purchase intent,0,1,2.02,4,0
C009-0011,C009,sales qualification,pricing,0,0,2.22,1,0
C009-0012,C009,support triage,technical issue,1,0,2.59,11,0
C009-0013,C009,support triage,technical issue,0,1,1.54,2,0
C009-0014,C009,renewal reminder,reschedule,1,0,4.2,5,0
C009-0015,C009,renewal reminder,purchase intent,0,0,1.42,2,0
C009-0016,C009,support triage,pricing,0,0,1.8,0,0
C009-0017,C009,sales qualification,reschedule,1,0,3.13,8,0
C009-0018,C009,appointment scheduling,cancel,1,0,3.63,10,0
C009-0019,C009,support triage,pricing,1,0,4.82,5,0
C009-0020,C009,renewal reminder,eligibility,0,0,2.53,1,0
C009-0021,C009,sales qualification,cancel,1,0,2.8,12,250
C009-0022,C009,support triage,eligibility,1,0,4.34,8,0
C009-0023,C009,support triage,cancel,1,0,3.19,6,0
C009-0024,C009,renewal reminder,cancel,1,0,4.79,5,0
C009-0025,C009,sales qualification,reschedule,1,0,4.3,11,0
C009-0026,C009,appointment scheduling,eligibility,0,1,1.41,3,0
C009-0027,C009,support triage,eligibility,0,0,1.92,2,0
C009-0028,C009,renewal reminder,eligibility,1,0,3.06,8,0
C009-0029,C009,support triage,pricing,0,1,1.93,0,0
C009-0030,C009,renewal reminder,eligibility,1,0,4.33,11,0
C009-0031,C009,renewal reminder,reschedule,1,0,4.46,7,0
C009-0032,C009,appointment scheduling,pricing,0,1,3.16,2,0
C009-0033,C009,sales qualification,technical issue,1,0,3.8,9,250
C009-0034,C009,appointment scheduling,purchase intent,1,0,4.26,9,0
C009-0035,C009,renewal reminder,cancel,1,0,3.79,10,0
C009-0036,C009,sales qualification,eligibility,0,1,2.78,4,0
C009-0037,C009,sales qualification,cancel,0,0,3.23,3,0
C009-0038,C009,sales qualification,cancel,1,0,2.65,10,500
C009-0039,C009,sales qualification,reschedule,1,0,4.42,7,1000
C009-0040,C009,renewal reminder,eligibility,1,0,3.58,8,0
C009-0041,C009,support triage,cancel,1,0,2.51,9,0
C009-0042,C009,support triage,eligibility,1,0,4.44,6,0
C009-0043,C009,appointment scheduling,pricing,0,0,2.85,0,0
C009-0044,C009,sales qualification,cancel,0,1,1.86,3,0
C009-0045,C009,sales qualification,pricing,1,0,3.08,3,1000
C009-0046,C009,support triage,cancel,1,0,4.1,5,0
C009-0047,C009,appointment scheduling,eligibility,0,1,2.9,0,0
C009-0048,C009,renewal reminder,cancel,1,0,3.95,7,0
C009-0049,C009,renewal reminder,purchase intent,0,0,1.76,4,0
C009-0050,C009,support triage,purchase intent,1,0,3.39,8,0
C009-0051,C009,support triage,eligibility,1,0,4.61,12,0
C009-0052,C009,renewal reminder,eligibility,1,0,2.82,10,0
C009-0053,C009,appointment scheduling,purchase intent,1,0,4.66,4,0
C009-0054,C009,support triage,pricing,0,0,2.81,4,0
C009-0055,C009,appointment scheduling,reschedule,0,1,2.4,1,0
C009-0056,C009,support triage,eligibility,1,0,4.52,5,0
C009-0057,C009,support triage,reschedule,1,0,4.72,4,0
C009-0058,C009,support triage,technical issue,0,0,2.6,1,0
C009-0059,C009,appointment scheduling,technical issue,1,0,3.46,3,0
C009-0060,C009,support triage,purchase intent,0,0,1.65,0,0
C009-0061,C009,support triage,purchase intent,1,0,4.41,7,0
C009-0062,C009,renewal reminder,reschedule,1,0,3.64,9,0
C009-0063,C009,sales qualification,reschedule,1,0,4.63,12,1500
C009-0064,C009,renewal reminder,eligibility,0,1,1.96,1,0
C009-0065,C009,renewal reminder,purchase intent,1,0,3.75,5,0
C009-0066,C009,sales qualification,pricing,1,0,4.19,10,1500
C009-0067,C009,renewal reminder,purchase intent,0,0,2.97,3,0
C009-0068,C009,support triage,cancel,0,1,2.03,1,0
C009-0069,C009,renewal reminder,purchase intent,0,1,3.4,2,0
C009-0070,C009,appointment scheduling,cancel,1,0,3.7,5,0
C009-0071,C009,appointment scheduling,pricing,0,1,2.44,2,0
C009-0072,C009,sales qualification,cancel,1,0,3.94,8,1000
C009-0073,C009,renewal reminder,eligibility,0,1,3.19,2,0
C009-0074,C009,sales qualification,reschedule,0,0,1.41,2,0
C009-0075,C009,appointment scheduling,purchase intent,0,1,2.39,3,0
C009-0076,C009,sales qualification,cancel,1,0,4.15,3,500
C009-0077,C009,sales qualification,reschedule,0,1,3.2,3,0
C009-0078,C009,sales qualification,eligibility,1,0,4.63,6,0
C009-0079,C009,support triage,purchase intent,1,0,4.58,5,0
C009-0080,C009,support triage,purchase intent,0,0,2.89,1,0
C009-0081,C009,sales qualification,purchase intent,1,0,2.68,4,1500
C009-0082,C009,sales qualification,cancel,1,0,2.92,5,0
C009-0083,C009,support triage,technical issue,1,0,2.84,12,0
C009-0084,C009,appointment scheduling,eligibility,1,0,4.39,7,0
C009-0085,C009,appointment scheduling,purchase intent,0,0,1.6,1,0
C009-0086,C009,sales qualification,reschedule,1,0,4.15,5,0
C009-0087,C009,support triage,reschedule,1,0,4.25,11,0
C009-0088,C009,support triage,purchase intent,1,0,2.6,8,0
C009-0089,C009,renewal reminder,eligibility,1,0,4.51,8,0
C009-0090,C009,sales qualification,technical issue,0,1,2.94,0,0
C009-0091,C009,sales qualification,technical issue,1,0,3.49,3,500
C009-0092,C009,sales qualification,technical issue,0,0,3.17,1,0
C009-0093,C009,sales qualification,technical issue,1,0,3.02,10,0
C009-0094,C009,sales qualification,cancel,0,1,2.71,0,0
C009-0095,C009,support triage,cancel,1,0,3.47,5,0
C009-0096,C009,sales qualification,eligibility,0,0,2.56,1,0
C009-0097,C009,sales qualification,purchase intent,0,1,2.81,4,0
C009-0098,C009,appointment scheduling,pricing,0,1,2.68,2,0
C009-0099,C009,support triage,eligibility,1,0,4.0,4,0
C009-0100,C009,appointment scheduling,pricing,1,0,4.1,11,0
C009-0101,C009,support triage,reschedule,0,1,2.45,1,0
C009-0102,C009,sales qualification,eligibility,0,0,2.81,1,0
C009-0103,C009,renewal reminder,pricing,1,0,4.08,4,0
C009-0104,C009,renewal reminder,reschedule,1,0,2.78,4,0
C009-0105,C009,appointment scheduling,reschedule,1,0,3.28,3,0
C009-0106,C009,support triage,pricing,1,0,2.96,4,0
C009-0107,C009,renewal reminder,pricing,0,0,2.61,0,0
C009-0108,C009,support triage,eligibility,0,0,1.88,2,0
C009-0109,C009,appointment scheduling,technical issue,0,1,1.91,2,0
C009-0110,C009,renewal reminder,technical issue,1,0,3.45,5,0
C009-0111,C009,support triage,cancel,1,0,3.71,9,0
C009-0112,C009,support triage,reschedule,1,0,4.21,6,0
C009-0113,C009,sales qualification,cancel,1,0,2.96,8,250
C009-0114,C009,support triage,pricing,1,0,4.6,4,0
C009-0115,C009,appointment scheduling,technical issue,0,0,3.28,0,0
C009-0116,C009,support triage,cancel,1,0,4.06,8,0
C009-0117,C009,sales qualification,eligibility,1,0,2.53,11,1000
C009-0118,C009,renewal reminder,reschedule,1,0,3.86,7,0
C009-0119,C009,sales qualification,technical issue,0,1,3.29,4,0
C009-0120,C009,support triage,reschedule,1,0,3.87,10,0
C009-0121,C009,appointment scheduling,purchase intent,1,0,3.66,10,0
C009-0122,C009,renewal reminder,cancel,1,0,3.85,6,0
C009-0123,C009,support triage,cancel,1,0,4.78,9,0
C009-0124,C009,sales qualification,eligibility,0,1,2.24,1,0
C009-0125,C009,appointment scheduling,technical issue,1,0,4.39,8,0
C009-0126,C009,renewal reminder,eligibility,1,0,4.17,6,0
C009-0127,C009,sales qualification,technical issue,0,0,1.58,1,0
C009-0128,C009,renewal reminder,cancel,1,0,4.47,6,0
C009-0129,C009,sales qualification,eligibility,1,0,3.28,12,0
C009-0130,C009,support triage,pricing,1,0,3.51,8,0
C009-0131,C009,renewal reminder,cancel,1,0,3.31,5,0
C009-0132,C009,sales qualification,pricing,0,1,2.12,3,0
C009-0133,C009,sales qualification,purchase intent,0,1,1.63,4,0
C009-0134,C009,renewal reminder,purchase intent,1,0,2.67,8,0
C009-0135,C009,sales qualification,cancel,0,0,2.27,3,0
C009-0136,C009,appointment scheduling,cancel,0,0,2.98,2,0
C009-0137,C009,appointment scheduling,cancel,1,0,3.07,8,0
C009-0138,C009,support triage,reschedule,1,0,3.87,3,0
C009-0139,C009,renewal reminder,technical issue,1,0,2.94,6,0
C009-0140,C009,renewal reminder,reschedule,0,0,1.59,0,0
C009-0141,C009,renewal reminder,technical issue,1,0,2.86,6,0
C009-0142,C009,appointment scheduling,eligibility,0,1,2.66,4,0
C009-0143,C009,sales qualification,pricing,1,0,3.26,10,0
C009-0144,C009,support triage,technical issue,1,0,4.29,3,0
C009-0145,C009,support triage,eligibility,0,0,2.56,3,0
C009-0146,C009,appointment scheduling,cancel,1,0,3.16,4,0
C009-0147,C009,support triage,eligibility,0,0,2.89,2,0
