contact_id,age,job,marital,education,balance,housing,loan,contact,day,month,call_duration_seconds,campaign_contacts,days_since_previous_contact,previous_contacts,previous_outcome,customer_segment,converted,converted_flag
BM32277,47,admin.,married,secondary,3480,no,no,cellular,16,apr,443,1,-1,0,unknown,admin. / secondary,yes,1
BM32278,39,management,divorced,secondary,-17,no,no,cellular,16,apr,316,1,146,4,failure,management / secondary,no,0
BM32279,51,blue-collar,married,secondary,2964,yes,no,cellular,16,apr,177,1,-1,0,unknown,blue-collar / secondary,no,0
BM32280,48,technician,married,tertiary,-251,no,no,cellular,16,apr,35,1,-1,0,unknown,technician / tertiary,no,0
BM32281,37,management,single,unknown,504,yes,no,cellular,16,apr,555,1,-1,0,unknown,management / unknown,no,0
BM32282,31,technician,married,secondary,183,no,no,cellular,16,apr,495,1,-1,0,unknown,technician / secondary,yes,1
BM32283,40,services,single,secondary,2284,yes,no,telephone,16,apr,100,1,-1,0,unknown,services / secondary,no,0
BM32284,51,management,single,tertiary,2523,yes,no,cellular,16,apr,150,1,-1,0,unknown,management / tertiary,no,0
BM32285,29,blue-collar,married,primary,10045,yes,no,cellular,16,apr,617,1,322,4,failure,blue-collar / primary,no,0
BM32286,47,blue-collar,married,secondary,327,yes,no,cellular,16,apr,352,1,-1,0,unknown,blue-collar / secondary,no,0
BM32287,37,management,married,tertiary,1300,yes,no,cellular,16,apr,211,1,-1,0,unknown,management / tertiary,no,0
BM32288,46,blue-collar,single,primary,96,yes,no,cellular,16,apr,99,1,148,1,failure,blue-collar / primary,no,0
BM32289,25,management,single,tertiary,3,yes,yes,cellular,16,apr,1034,1,-1,0,unknown,management / tertiary,yes,1
BM32290,32,admin.,married,secondary,1078,yes,no,cellular,16,apr,177,1,-1,0,unknown,admin. / secondary,no,0
BM32291,34,management,single,unknown,1534,yes,no,cellular,16,apr,156,1,147,7,other,management / unknown,no,0
BM32292,30,unemployed,single,secondary,0,yes,no,cellular,16,apr,137,1,-1,0,unknown,unemployed / secondary,no,0
BM32293,54,housemaid,married,secondary,736,yes,no,cellular,16,apr,268,1,331,1,failure,housemaid / secondary,no,0
BM32294,33,self-employed,single,tertiary,1354,yes,no,cellular,16,apr,270,1,147,2,failure,self-employed / tertiary,no,0
BM32295,40,blue-collar,married,primary,887,yes,no,cellular,16,apr,54,1,-1,0,unknown,blue-collar / primary,no,0
BM32296,33,unemployed,married,tertiary,302,yes,yes,cellular,16,apr,670,1,-1,0,unknown,unemployed / tertiary,no,0
BM32297,49,services,married,secondary,2416,yes,no,cellular,16,apr,1366,1,-1,0,unknown,services / secondary,yes,1
BM32298,35,management,divorced,tertiary,3751,yes,no,cellular,16,apr,75,2,-1,0,unknown,management / tertiary,no,0
BM32299,24,student,married,unknown,146,no,no,cellular,16,apr,176,1,-1,0,unknown,student / unknown,no,0
BM32300,37,unemployed,divorced,tertiary,1592,yes,no,cellular,16,apr,60,1,-1,0,unknown,unemployed / tertiary,no,0
BM32301,35,blue-collar,married,secondary,485,yes,no,cellular,16,apr,49,1,-1,0,unknown,blue-collar / secondary,no,0
BM32302,54,blue-collar,married,secondary,0,no,no,telephone,16,apr,1366,1,150,1,failure,blue-collar / secondary,no,0
BM32303,39,management,married,tertiary,691,yes,yes,cellular,16,apr,517,1,255,1,failure,management / tertiary,no,0
BM32304,51,entrepreneur,married,secondary,0,yes,yes,cellular,16,apr,432,1,150,1,failure,entrepreneur / secondary,no,0
BM32305,36,blue-collar,married,secondary,2774,yes,no,cellular,16,apr,172,1,-1,0,unknown,blue-collar / secondary,no,0
BM32306,30,management,single,tertiary,424,no,no,cellular,16,apr,298,4,-1,0,unknown,management / tertiary,yes,1
BM32307,37,technician,married,secondary,952,yes,no,cellular,16,apr,536,1,-1,0,unknown,technician / secondary,no,0
BM32308,55,management,single,unknown,111,no,no,cellular,16,apr,117,1,-1,0,unknown,management / unknown,no,0
BM32309,30,admin.,married,primary,9,yes,yes,cellular,16,apr,323,1,-1,0,unknown,admin. / primary,no,0
BM32310,35,blue-collar,single,secondary,0,yes,no,cellular,16,apr,1174,1,345,4,other,blue-collar / secondary,yes,1
BM32311,57,admin.,divorced,primary,207,yes,no,cellular,16,apr,284,1,317,4,failure,admin. / primary,no,0
BM32312,47,entrepreneur,married,secondary,1375,yes,no,telephone,16,apr,272,2,321,7,failure,entrepreneur / secondary,no,0
BM32313,44,management,married,primary,294,no,no,cellular,16,apr,165,3,-1,0,unknown,management / primary,yes,1
BM32314,38,technician,married,tertiary,1004,yes,no,cellular,16,apr,444,2,-1,0,unknown,technician / tertiary,no,0
BM32315,36,admin.,single,secondary,1414,yes,no,cellular,16,apr,244,1,-1,0,unknown,admin. / secondary,no,0
BM32316,48,services,married,secondary,543,yes,no,cellular,16,apr,152,1,336,1,failure,services / secondary,no,0
BM32317,41,blue-collar,married,primary,795,yes,yes,cellular,16,apr,150,1,-1,0,unknown,blue-collar / primary,no,0
BM32318,46,services,married,secondary,1550,yes,no,cellular,16,apr,126,2,149,8,failure,services / secondary,no,0
BM32319,35,management,single,tertiary,824,yes,no,cellular,16,apr,693,2,-1,0,unknown,management / tertiary,no,0
BM32320,45,management,divorced,secondary,1144,yes,no,cellular,16,apr,129,1,-1,0,unknown,management / secondary,no,0
BM32321,38,blue-collar,married,primary,1576,yes,no,cellular,16,apr,144,1,328,2,other,blue-collar / primary,no,0
BM32322,74,retired,married,secondary,3771,no,no,telephone,16,apr,159,1,-1,0,unknown,retired / secondary,no,0
BM32323,33,management,married,tertiary,2441,yes,yes,cellular,16,apr,257,2,148,1,failure,management / tertiary,no,0
BM32324,34,management,married,tertiary,934,yes,no,cellular,16,apr,76,3,-1,0,unknown,management / tertiary,no,0
BM32325,42,blue-collar,married,secondary,1598,yes,yes,cellular,16,apr,1463,2,-1,0,unknown,blue-collar / secondary,yes,1
BM32326,30,blue-collar,single,secondary,445,yes,no,cellular,16,apr,218,1,330,2,failure,blue-collar / secondary,no,0
BM32327,31,admin.,single,secondary,68,yes,no,cellular,16,apr,570,2,-1,0,unknown,admin. / secondary,no,0
BM32328,40,self-employed,married,secondary,31,yes,no,cellular,16,apr,174,2,147,6,failure,self-employed / secondary,no,0
BM32329,32,blue-collar,single,primary,528,yes,no,cellular,16,apr,219,1,273,1,failure,blue-collar / primary,no,0
BM32330,31,blue-collar,single,secondary,1205,yes,no,cellular,16,apr,462,1,328,2,other,blue-collar / secondary,no,0
BM32331,36,management,married,tertiary,753,no,no,cellular,16,apr,76,4,-1,0,unknown,management / tertiary,no,0
BM32332,29,admin.,married,secondary,2121,no,no,cellular,16,apr,281,1,342,2,other,admin. / secondary,no,0
BM32333,48,blue-collar,married,secondary,741,yes,no,cellular,16,apr,227,1,-1,0,unknown,blue-collar / secondary,no,0
BM32334,27,blue-collar,married,secondary,2171,yes,no,cellular,16,apr,130,1,323,1,other,blue-collar / secondary,no,0
BM32335,38,technician,divorced,secondary,0,yes,no,cellular,16,apr,867,1,-1,0,unknown,technician / secondary,no,0
BM32336,31,blue-collar,single,secondary,770,yes,no,cellular,16,apr,178,1,-1,0,unknown,blue-collar / secondary,no,0
BM32337,28,admin.,married,secondary,1428,yes,no,cellular,16,apr,495,1,-1,0,unknown,admin. / secondary,no,0
BM32338,30,admin.,married,tertiary,26,yes,no,cellular,16,apr,62,1,323,1,failure,admin. / tertiary,no,0
BM32339,29,management,single,tertiary,268,no,no,cellular,16,apr,667,1,-1,0,unknown,management / tertiary,yes,1
BM32340,35,blue-collar,married,primary,4319,no,no,cellular,16,apr,266,1,-1,0,unknown,blue-collar / primary,no,0
BM32341,37,management,married,tertiary,26,no,no,cellular,16,apr,114,4,-1,0,unknown,management / tertiary,no,0
BM32342,42,admin.,married,secondary,8238,yes,yes,cellular,16,apr,102,2,149,5,other,admin. / secondary,no,0
BM32343,31,blue-collar,single,secondary,855,yes,no,cellular,16,apr,94,1,317,2,failure,blue-collar / secondary,no,0
BM32344,35,management,married,tertiary,0,yes,no,cellular,16,apr,563,1,-1,0,unknown,management / tertiary,no,0
BM32345,50,entrepreneur,married,secondary,854,no,no,cellular,16,apr,198,1,-1,0,unknown,entrepreneur / secondary,no,0
BM32346,40,technician,married,primary,644,yes,no,cellular,16,apr,118,2,336,1,failure,technician / primary,no,0
BM32347,38,blue-collar,divorced,secondary,614,yes,no,cellular,16,apr,314,2,331,1,failure,blue-collar / secondary,no,0
BM32348,30,admin.,single,secondary,818,yes,yes,cellular,16,apr,66,1,346,1,failure,admin. / secondary,no,0
BM32349,27,technician,single,secondary,274,yes,no,cellular,16,apr,483,2,-1,0,unknown,technician / secondary,no,0
BM32350,42,technician,divorced,secondary,214,no,no,cellular,16,apr,127,1,-1,0,unknown,technician / secondary,yes,1
BM32351,54,blue-collar,married,primary,3170,yes,no,telephone,16,apr,140,2,324,4,failure,blue-collar / primary,no,0
BM32352,43,technician,married,secondary,-932,yes,no,cellular,16,apr,567,1,-1,0,unknown,technician / secondary,no,0
BM32353,30,technician,single,tertiary,198,yes,no,cellular,16,apr,308,1,-1,0,unknown,technician / tertiary,no,0
BM32354,48,management,single,tertiary,430,yes,no,cellular,16,apr,44,1,-1,0,unknown,management / tertiary,no,0
BM32355,51,admin.,divorced,secondary,212,yes,yes,cellular,16,apr,168,1,-1,0,unknown,admin. / secondary,no,0
BM32356,20,student,single,secondary,1681,no,no,telephone,16,apr,130,1,-1,0,unknown,student / secondary,no,0
BM32357,45,housemaid,married,primary,3512,no,no,cellular,16,apr,96,1,-1,0,unknown,housemaid / primary,no,0
BM32358,43,management,married,tertiary,240,yes,no,cellular,16,apr,453,1,-1,0,unknown,management / tertiary,yes,1
BM32359,38,technician,single,secondary,9610,yes,no,cellular,16,apr,249,2,-1,0,unknown,technician / secondary,no,0
BM32360,50,blue-collar,married,primary,180,yes,no,cellular,16,apr,105,2,-1,0,unknown,blue-collar / primary,no,0
BM32361,56,admin.,married,secondary,51,yes,yes,cellular,16,apr,75,1,-1,0,unknown,admin. / secondary,no,0
BM32362,53,services,married,secondary,-2,yes,yes,cellular,16,apr,144,2,-1,0,unknown,services / secondary,no,0
BM32363,31,admin.,married,secondary,297,yes,no,cellular,16,apr,357,2,-1,0,unknown,admin. / secondary,no,0
BM32364,49,blue-collar,married,primary,1019,yes,no,cellular,16,apr,285,5,-1,0,unknown,blue-collar / primary,no,0
BM32365,36,technician,single,secondary,2511,yes,no,cellular,16,apr,700,5,-1,0,unknown,technician / secondary,yes,1
BM32366,32,self-employed,single,tertiary,519,yes,no,cellular,16,apr,317,2,149,1,failure,self-employed / tertiary,no,0
BM32367,43,blue-collar,married,primary,2519,yes,no,cellular,16,apr,257,2,146,9,other,blue-collar / primary,no,0
BM32368,29,admin.,married,secondary,300,yes,no,cellular,16,apr,487,3,-1,0,unknown,admin. / secondary,no,0
BM32369,38,admin.,married,secondary,281,yes,no,cellular,16,apr,235,2,335,2,failure,admin. / secondary,no,0
BM32370,36,management,single,tertiary,4788,yes,no,cellular,16,apr,241,2,317,1,failure,management / tertiary,no,0
BM32371,50,services,married,secondary,-197,yes,no,cellular,16,apr,125,2,-1,0,unknown,services / secondary,no,0
BM32372,35,technician,married,secondary,783,yes,no,cellular,16,apr,772,4,-1,0,unknown,technician / secondary,no,0
BM32373,36,blue-collar,single,primary,736,yes,no,cellular,16,apr,114,2,304,2,failure,blue-collar / primary,no,0
BM32374,37,technician,married,secondary,0,yes,no,cellular,16,apr,657,4,149,1,other,technician / secondary,no,0
BM32375,47,management,married,secondary,5012,yes,no,cellular,16,apr,262,2,-1,0,unknown,management / secondary,no,0
BM32376,36,technician,single,tertiary,470,yes,no,cellular,16,apr,123,3,265,13,success,technician / tertiary,no,0
BM32377,43,admin.,married,secondary,1138,no,no,cellular,16,apr,132,2,-1,0,unknown,admin. / secondary,no,0
BM32378,48,blue-collar,married,secondary,113,yes,no,cellular,16,apr,255,2,318,5,other,blue-collar / secondary,no,0
BM32379,41,admin.,single,secondary,669,yes,no,cellular,16,apr,375,2,-1,0,unknown,admin. / secondary,no,0
BM32380,36,blue-collar,married,secondary,1790,yes,no,cellular,16,apr,386,2,-1,0,unknown,blue-collar / secondary,no,0
BM32381,42,blue-collar,married,unknown,1154,yes,no,cellular,16,apr,341,2,336,3,other,blue-collar / unknown,no,0
BM32382,37,blue-collar,married,secondary,2848,yes,no,cellular,16,apr,280,2,147,3,failure,blue-collar / secondary,no,0
BM32383,31,management,single,tertiary,319,yes,no,cellular,16,apr,302,2,248,2,failure,management / tertiary,no,0
BM32384,26,technician,married,unknown,-277,yes,no,cellular,16,apr,1018,2,-1,0,unknown,technician / unknown,no,0
BM32385,44,management,divorced,tertiary,2422,yes,no,cellular,16,apr,399,2,269,2,failure,management / tertiary,no,0
BM32386,35,admin.,divorced,secondary,951,yes,no,cellular,16,apr,567,2,-1,0,unknown,admin. / secondary,no,0
BM32387,47,management,married,tertiary,109,yes,no,cellular,16,apr,91,2,268,1,failure,management / tertiary,no,0
BM32388,42,blue-collar,married,primary,560,yes,yes,cellular,16,apr,122,4,149,2,failure,blue-collar / primary,no,0
BM32389,36,technician,married,tertiary,4596,yes,no,cellular,16,apr,901,2,-1,0,unknown,technician / tertiary,yes,1
BM32390,37,admin.,single,secondary,0,yes,no,cellular,16,apr,640,2,-1,0,unknown,admin. / secondary,no,0
BM32391,24,admin.,single,secondary,60,yes,no,cellular,16,apr,417,2,-1,0,unknown,admin. / secondary,no,0
BM32392,32,services,married,secondary,1273,yes,no,cellular,16,apr,1365,2,328,1,failure,services / secondary,yes,1
BM32393,32,management,married,primary,5,yes,no,cellular,16,apr,194,2,-1,0,unknown,management / primary,no,0
BM32394,35,services,married,tertiary,6,yes,yes,cellular,16,apr,316,2,-1,0,unknown,services / tertiary,no,0
BM32395,44,services,divorced,secondary,35,yes,no,cellular,16,apr,184,2,-1,0,unknown,services / secondary,no,0
BM32396,35,management,married,tertiary,1473,yes,yes,cellular,16,apr,176,3,-1,0,unknown,management / tertiary,no,0
BM32397,38,self-employed,married,tertiary,2084,yes,no,cellular,16,apr,71,2,330,2,failure,self-employed / tertiary,no,0
BM32398,42,services,married,secondary,1027,yes,no,telephone,16,apr,63,2,150,4,failure,services / secondary,no,0
BM32399,48,admin.,single,secondary,6627,yes,no,cellular,16,apr,433,2,-1,0,unknown,admin. / secondary,no,0
BM32400,33,blue-collar,single,secondary,1036,yes,yes,cellular,16,apr,323,2,321,2,failure,blue-collar / secondary,no,0
BM32401,36,admin.,single,tertiary,918,yes,no,cellular,16,apr,127,2,-1,0,unknown,admin. / tertiary,no,0
BM32402,49,blue-collar,married,secondary,2015,yes,no,cellular,16,apr,449,2,-1,0,unknown,blue-collar / secondary,no,0
BM32403,26,technician,single,tertiary,1216,yes,no,cellular,16,apr,472,2,-1,0,unknown,technician / tertiary,no,0
BM32404,39,blue-collar,married,primary,2366,yes,no,cellular,16,apr,1007,3,325,4,failure,blue-collar / primary,no,0
BM32405,32,management,single,secondary,301,yes,no,cellular,16,apr,383,3,345,1,failure,management / secondary,no,0
BM32406,38,technician,married,secondary,183,yes,no,cellular,16,apr,256,3,339,2,failure,technician / secondary,no,0
BM32407,32,services,married,secondary,1167,yes,yes,telephone,16,apr,668,3,147,1,failure,services / secondary,no,0
BM32408,39,admin.,married,secondary,-367,yes,no,cellular,16,apr,667,2,-1,0,unknown,admin. / secondary,no,0
BM32409,29,technician,single,tertiary,828,yes,no,cellular,16,apr,215,3,321,3,other,technician / tertiary,no,0
BM32410,40,blue-collar,married,primary,-214,yes,no,cellular,16,apr,348,2,266,1,other,blue-collar / primary,no,0
BM32411,43,blue-collar,married,primary,601,yes,no,cellular,16,apr,792,2,-1,0,unknown,blue-collar / primary,no,0
BM32412,42,blue-collar,married,primary,695,yes,no,cellular,16,apr,173,2,-1,0,unknown,blue-collar / primary,no,0
BM32413,20,student,single,unknown,4137,yes,no,telephone,16,apr,55,2,-1,0,unknown,student / unknown,no,0
BM32414,33,technician,single,tertiary,617,yes,no,cellular,16,apr,282,2,259,4,other,technician / tertiary,no,0
BM32415,38,management,married,tertiary,516,yes,no,telephone,16,apr,198,3,-1,0,unknown,management / tertiary,no,0
BM32416,36,technician,married,primary,3350,yes,no,cellular,16,apr,86,1,269,3,other,technician / primary,no,0
BM32417,53,admin.,married,secondary,3703,yes,no,cellular,16,apr,104,1,267,1,failure,admin. / secondary,no,0
BM32418,32,blue-collar,married,primary,5511,no,no,cellular,16,apr,408,2,231,16,other,blue-collar / primary,no,0
BM32419,41,blue-collar,married,primary,-692,yes,no,cellular,16,apr,370,3,282,2,failure,blue-collar / primary,no,0
BM32420,35,management,divorced,secondary,124,yes,no,cellular,16,apr,48,4,146,5,failure,management / secondary,no,0
BM32421,34,management,single,tertiary,395,yes,no,cellular,16,apr,316,2,-1,0,unknown,management / tertiary,no,0
BM32422,47,entrepreneur,divorced,secondary,392,yes,yes,cellular,16,apr,279,3,148,1,failure,entrepreneur / secondary,no,0
BM32423,31,admin.,married,secondary,4457,yes,no,cellular,16,apr,225,1,146,4,success,admin. / secondary,no,0
BM32424,30,technician,single,secondary,411,yes,no,cellular,16,apr,948,1,-1,0,unknown,technician / secondary,no,0
BM32425,54,technician,married,secondary,3994,no,yes,cellular,16,apr,299,2,-1,0,unknown,technician / secondary,yes,1
BM32426,38,services,married,secondary,4582,yes,no,telephone,16,apr,193,1,314,4,other,services / secondary,no,0
BM32427,42,technician,divorced,secondary,611,yes,no,cellular,16,apr,804,2,262,5,failure,technician / secondary,no,0
BM32428,32,entrepreneur,divorced,secondary,1121,yes,yes,cellular,16,apr,211,3,-1,0,unknown,entrepreneur / secondary,no,0
BM32429,34,technician,married,tertiary,1524,yes,no,cellular,16,apr,399,1,-1,0,unknown,technician / tertiary,no,0
BM32430,38,management,married,tertiary,1617,yes,no,cellular,16,apr,691,1,-1,0,unknown,management / tertiary,no,0
BM32431,36,blue-collar,married,secondary,866,yes,no,cellular,16,apr,344,1,-1,0,unknown,blue-collar / secondary,no,0
BM32432,39,services,divorced,secondary,2140,yes,no,cellular,16,apr,539,1,-1,0,unknown,services / secondary,no,0
BM32433,41,admin.,single,secondary,431,yes,no,cellular,16,apr,258,1,-1,0,unknown,admin. / secondary,no,0
BM32434,50,management,married,tertiary,469,no,no,cellular,16,apr,161,1,-1,0,unknown,management / tertiary,yes,1
BM32435,24,admin.,married,secondary,0,yes,no,cellular,16,apr,284,1,-1,0,unknown,admin. / secondary,no,0
BM32436,45,blue-collar,married,primary,2958,yes,no,cellular,16,apr,580,1,317,2,failure,blue-collar / primary,no,0
BM32437,33,technician,married,tertiary,67,yes,no,cellular,16,apr,137,2,-1,0,unknown,technician / tertiary,no,0
BM32438,27,technician,single,secondary,639,yes,no,cellular,16,apr,119,1,314,5,success,technician / secondary,no,0
BM32439,24,blue-collar,single,secondary,630,yes,no,cellular,16,apr,296,1,-1,0,unknown,blue-collar / secondary,no,0
BM32440,35,blue-collar,single,secondary,0,yes,no,cellular,16,apr,169,1,-1,0,unknown,blue-collar / secondary,no,0
BM32441,34,blue-collar,married,primary,2720,yes,no,cellular,16,apr,115,2,146,5,failure,blue-collar / primary,no,0
BM32442,39,management,single,tertiary,0,yes,no,cellular,16,apr,81,2,-1,0,unknown,management / tertiary,no,0
BM32443,32,technician,single,secondary,14,yes,yes,cellular,16,apr,429,1,-1,0,unknown,technician / secondary,no,0
BM32444,34,self-employed,single,tertiary,1943,yes,no,cellular,16,apr,478,2,-1,0,unknown,self-employed / tertiary,no,0
BM32445,41,blue-collar,married,secondary,433,yes,no,cellular,16,apr,75,1,-1,0,unknown,blue-collar / secondary,no,0
BM32446,42,admin.,married,secondary,12,yes,no,cellular,16,apr,466,4,-1,0,unknown,admin. / secondary,no,0
BM32447,54,services,divorced,unknown,0,yes,no,cellular,16,apr,263,1,-1,0,unknown,services / unknown,no,0
BM32448,66,retired,married,tertiary,525,no,no,telephone,16,apr,287,1,-1,0,unknown,retired / tertiary,no,0
BM32449,35,admin.,married,secondary,160,yes,yes,cellular,16,apr,304,1,-1,0,unknown,admin. / secondary,no,0
BM32450,39,admin.,divorced,secondary,284,yes,yes,cellular,16,apr,772,1,-1,0,unknown,admin. / secondary,no,0
BM32451,41,admin.,married,secondary,-76,yes,no,cellular,16,apr,263,1,-1,0,unknown,admin. / secondary,no,0
BM32452,77,retired,divorced,primary,639,no,no,telephone,16,apr,127,7,-1,0,unknown,retired / primary,no,0
BM32453,42,self-employed,married,tertiary,52,yes,no,cellular,16,apr,432,1,-1,0,unknown,self-employed / tertiary,no,0
BM32454,42,admin.,single,secondary,734,yes,no,cellular,16,apr,332,2,317,3,failure,admin. / secondary,no,0
BM32455,43,blue-collar,married,unknown,245,yes,no,cellular,16,apr,829,1,-1,0,unknown,blue-collar / unknown,no,0
BM32456,44,blue-collar,divorced,primary,75,yes,no,cellular,16,apr,614,1,281,1,failure,blue-collar / primary,no,0
BM32457,33,admin.,divorced,secondary,818,yes,yes,cellular,16,apr,301,3,-1,0,unknown,admin. / secondary,no,0
BM32458,35,management,married,tertiary,1906,yes,no,cellular,16,apr,102,1,148,5,other,management / tertiary,no,0
BM32459,46,blue-collar,married,primary,57,yes,no,cellular,16,apr,797,1,-1,0,unknown,blue-collar / primary,no,0
BM32460,35,management,married,secondary,2415,yes,yes,cellular,16,apr,348,3,-1,0,unknown,management / secondary,no,0
BM32461,53,blue-collar,married,primary,241,yes,no,cellular,16,apr,1410,1,325,2,failure,blue-collar / primary,no,0
BM32462,33,management,single,tertiary,1423,yes,no,cellular,16,apr,633,3,248,2,other,management / tertiary,no,0
BM32463,32,technician,single,tertiary,932,yes,no,cellular,16,apr,944,1,318,1,failure,technician / tertiary,yes,1
BM32464,28,student,single,tertiary,844,no,no,cellular,16,apr,551,2,-1,0,unknown,student / tertiary,yes,1
BM32465,40,blue-collar,married,secondary,750,yes,yes,cellular,16,apr,340,1,281,1,failure,blue-collar / secondary,no,0
BM32466,44,management,married,tertiary,38,yes,no,telephone,16,apr,201,2,330,8,other,management / tertiary,no,0
BM32467,53,management,married,tertiary,1319,yes,no,cellular,16,apr,427,1,150,1,failure,management / tertiary,no,0
BM32468,48,management,married,secondary,117,yes,no,cellular,16,apr,635,1,-1,0,unknown,management / secondary,no,0
BM32469,35,blue-collar,married,secondary,126,yes,no,cellular,16,apr,472,1,-1,0,unknown,blue-collar / secondary,no,0
BM32470,39,blue-collar,married,secondary,180,yes,no,cellular,16,apr,237,1,-1,0,unknown,blue-collar / secondary,no,0
BM32471,39,entrepreneur,divorced,tertiary,0,no,no,cellular,16,apr,561,3,-1,0,unknown,entrepreneur / tertiary,no,0
BM32472,40,services,divorced,primary,471,yes,no,cellular,16,apr,1156,1,345,2,failure,services / primary,yes,1
BM32473,25,technician,single,secondary,1312,yes,no,cellular,16,apr,307,1,-1,0,unknown,technician / secondary,no,0
BM32474,41,admin.,single,secondary,5219,yes,no,cellular,17,apr,46,4,-1,0,unknown,admin. / secondary,no,0
BM32475,33,blue-collar,married,secondary,7048,yes,no,cellular,17,apr,71,2,-1,0,unknown,blue-collar / secondary,no,0
BM32476,44,self-employed,single,secondary,125,yes,no,telephone,17,apr,109,3,-1,0,unknown,self-employed / secondary,no,0
BM32477,37,blue-collar,married,secondary,168,yes,no,cellular,17,apr,266,2,-1,0,unknown,blue-collar / secondary,no,0
BM32478,37,management,married,tertiary,1594,yes,no,cellular,17,apr,110,1,260,5,failure,management / tertiary,no,0
BM32479,52,admin.,married,primary,208,yes,no,cellular,17,apr,377,2,-1,0,unknown,admin. / primary,no,0
BM32480,34,management,single,tertiary,872,yes,no,cellular,17,apr,81,1,345,2,failure,management / tertiary,no,0
BM32481,32,management,single,tertiary,8436,yes,no,cellular,17,apr,245,1,149,2,failure,management / tertiary,no,0
BM32482,35,services,married,secondary,44,yes,no,telephone,17,apr,377,2,-1,0,unknown,services / secondary,no,0
BM32483,35,blue-collar,single,secondary,74,yes,no,cellular,17,apr,360,1,-1,0,unknown,blue-collar / secondary,no,0
BM32484,36,entrepreneur,married,secondary,660,yes,yes,cellular,17,apr,430,1,-1,0,unknown,entrepreneur / secondary,no,0
BM32485,34,admin.,married,secondary,79,yes,no,cellular,17,apr,193,1,329,1,failure,admin. / secondary,no,0
BM32486,33,services,single,secondary,148,yes,no,cellular,17,apr,271,1,150,1,failure,services / secondary,no,0
BM32487,38,blue-collar,single,secondary,397,yes,no,cellular,17,apr,282,1,-1,0,unknown,blue-collar / secondary,no,0
BM32488,37,blue-collar,married,secondary,346,yes,no,cellular,17,apr,390,1,316,1,failure,blue-collar / secondary,no,0
BM32489,54,blue-collar,single,secondary,105,yes,no,cellular,17,apr,226,1,326,3,failure,blue-collar / secondary,no,0
BM32490,33,management,divorced,tertiary,525,yes,yes,cellular,17,apr,260,1,281,1,other,management / tertiary,no,0
BM32491,53,management,married,secondary,51,yes,no,cellular,17,apr,109,1,-1,0,unknown,management / secondary,no,0
BM32492,31,admin.,married,secondary,-170,yes,yes,cellular,17,apr,252,1,326,1,failure,admin. / secondary,no,0
BM32493,33,management,married,tertiary,110,yes,yes,cellular,17,apr,125,4,-1,0,unknown,management / tertiary,no,0
BM32494,33,blue-collar,single,unknown,514,yes,no,cellular,17,apr,225,1,-1,0,unknown,blue-collar / unknown,no,0
BM32495,42,blue-collar,divorced,secondary,1118,yes,no,cellular,17,apr,620,1,-1,0,unknown,blue-collar / secondary,no,0
BM32496,53,blue-collar,married,primary,1794,yes,no,cellular,17,apr,557,1,-1,0,unknown,blue-collar / primary,no,0
BM32497,41,services,married,secondary,121,yes,no,cellular,17,apr,41,1,324,1,other,services / secondary,no,0
BM32498,50,admin.,divorced,secondary,1111,yes,no,cellular,17,apr,50,1,-1,0,unknown,admin. / secondary,no,0
BM32499,33,services,single,secondary,1940,yes,no,cellular,17,apr,239,3,329,2,failure,services / secondary,no,0
BM32500,41,technician,married,secondary,442,yes,yes,cellular,17,apr,261,3,322,1,other,technician / secondary,no,0
BM32501,48,management,single,tertiary,191,yes,no,cellular,17,apr,222,1,326,1,failure,management / tertiary,no,0
BM32502,37,blue-collar,married,secondary,590,yes,no,cellular,17,apr,37,1,343,2,failure,blue-collar / secondary,no,0
BM32503,29,blue-collar,married,secondary,933,yes,no,cellular,17,apr,180,2,-1,0,unknown,blue-collar / secondary,no,0
BM32504,42,services,married,secondary,798,no,no,cellular,17,apr,80,1,338,1,other,services / secondary,no,0
BM32505,59,management,married,primary,2358,yes,no,cellular,17,apr,30,1,-1,0,unknown,management / primary,no,0
BM32506,56,retired,married,secondary,3738,yes,no,cellular,17,apr,156,1,305,6,other,retired / secondary,yes,1
BM32507,54,blue-collar,married,primary,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,blue-collar / primary,no,0
BM32508,30,blue-collar,single,primary,459,yes,no,cellular,17,apr,439,1,-1,0,unknown,blue-collar / primary,no,0
BM32509,33,blue-collar,married,secondary,216,yes,yes,cellular,17,apr,118,1,-1,0,unknown,blue-collar / secondary,no,0
BM32510,35,admin.,divorced,secondary,-402,yes,no,cellular,17,apr,46,1,-1,0,unknown,admin. / secondary,no,0
BM32511,44,blue-collar,married,primary,279,yes,no,cellular,17,apr,85,1,339,6,other,blue-collar / primary,no,0
BM32512,34,management,divorced,tertiary,528,yes,no,cellular,17,apr,233,2,-1,0,unknown,management / tertiary,no,0
BM32513,35,management,married,tertiary,232,yes,yes,cellular,17,apr,249,1,-1,0,unknown,management / tertiary,no,0
BM32514,42,services,married,secondary,120,yes,no,cellular,17,apr,179,1,-1,0,unknown,services / secondary,no,0
BM32515,28,housemaid,single,secondary,781,yes,no,cellular,17,apr,52,1,-1,0,unknown,housemaid / secondary,no,0
BM32516,34,services,single,secondary,0,yes,no,cellular,17,apr,112,1,332,3,failure,services / secondary,no,0
